id,trip_duration
id1453936,890.8843
id2387830,789.71295
id1607675,213.51979
id1843853,1424.6287
id3358417,770.42957
id1909979,1768.0552
id1432729,687.13477
id1432729,687.13477
id3069450,195.05798
id0748892,583.17834
id2152553,806.0215
id0856338,341.47604
id2896692,479.2127
id1820085,1307.8912
id3667913,945.34595
id0257878,346.477
id1352902,1085.2173
id1340432,337.41537
id2697604,499.39145
id0030698,264.17386
id2487619,640.70734
id0290099,1149.0017
id1180045,323.33948
id0493791,911.6895
id3593568,100.71533
id2362451,1249.452
id2470585,340.46292
id2142817,1141.9305
id1152580,570.4557
id3046097,627.2555
id3693054,1160.5658
id3898848,643.0963
id1141682,365.45642
id3579039,220.36284
id2048429,171.94278
id1395472,454.3653
id1395472,454.3653
id3143370,325.62247
id0216008,767.66864
id1644219,1013.05304
id1644219,1013.05304
id2488699,339.56354
id0713510,218.23743
id0713510,219.60878
id0169581,622.8936
id3115642,724.3534
id0830145,527.28864
id1780268,311.22122
id3121480,276.2379
id3121480,276.2379
id1236615,188.29527
id2542319,364.69205
id0110442,184.56856
id3723749,1124.7755
id1967089,2793.13
id0787244,351.4567
id0271665,3036.011
id3133255,3294.8457
id3241084,445.1046
id3650831,735.13165
id2744297,3676.1357
id1751724,486.8138
id3517682,780.0494
id3286306,1143.2932
id3294332,1470.3502
id2918083,897.55286
id0110616,481.07544
id3944056,2825.849
id3944056,2825.849
id3312587,1495.2555
id2308029,3138.3564
id3853784,1014.0782
id0059165,196.96103
id3721559,3233.4666
id3831409,736.2104
id3831409,736.2104
id2412102,484.2153
id3851532,912.414
id0444982,3020.7683
id0444982,3020.7683
id2265777,222.50256
id2577486,322.57422
id1072242,448.11407
id1258258,1372.6326
id3567408,273.2821
id3567408,274.0824
id3687175,234.02817
id2152472,1239.7292
id2152472,1239.7292
id0958937,300.03766
id1604070,3878.5686
id1821658,1168.6014
id0444012,752.5411
id3408839,367.49905
id2443088,883.21344
id3791013,258.97638
id3034280,3038.6245
id1474168,767.46124
id2925822,479.1731
id1138136,1550.8444
id3897578,368.8526
id3424959,567.5491
id2946899,575.4831
id3897093,241.54439
id3861525,943.5593
id0013486,259.7639
id3318867,560.2976
id2851845,485.8954
id3652315,2884.5537
id1470888,1231.3835
id0841504,1088.144
id2270502,1781.1813
id0264784,691.50977
id2169186,797.6211
id3814298,252.207
id1497585,1129.6437
id0447951,796.619
id1849978,837.3361
id2191810,541.02875
id0238618,1006.0088
id2193749,356.215
id3049529,299.6718
id1454220,681.324
id1885885,288.9202
id2771182,1725.2748
id1633970,348.41217
id3250326,502.56082
id1716718,3123.4165
id3641363,1452.6996
id2055666,636.1013
id1940357,407.97217
id1494510,749.3313
id1520835,759.9497
id2769051,507.20798
id1645810,495.49902
id3113376,2616.0786
id3411288,233.1791
id0165350,282.68292
id2273186,874.2353
id3748698,501.11523
id0447653,683.3693
id0038196,500.31067
id3060926,238.87222
id3935168,1470.7838
id2797709,1825.6772
id0251489,420.51956
id1689067,252.0449
id1071945,147.96036
id3626344,360.79904
id1512996,1364.3984
id3401197,1353.1613
id2287304,2873.7644
id3313356,255.67447
id0757923,2020.2659
id0839971,763.1837
id1792812,369.4181
id3389674,1526.6301
id0555757,1309.0233
id2650168,3704.6685
id3502404,899.4143
id2666167,596.9006
id1004897,163.79794
id2024339,1847.905
id3188500,2571.3503
id3338169,477.45255
id3936449,392.93814
id3583384,288.67023
id3398646,1386.8179
id0399974,1041.272
id3677388,704.3468
id1961784,684.23755
id2488326,243.23067
id2045372,1875.1791
id1156480,489.66293
id3672628,287.15524
id3672628,287.15524
id3110190,576.9198
id3110190,576.9198
id0096440,140.33174
id3619342,512.23517
id2998669,1118.8909
id3770684,522.5962
id3578721,1721.1499
id2947131,670.22266
id3298695,408.53418
id3727800,968.26337
id3665785,232.67914
id0491746,1545.5869
id0238810,497.73328
id0238810,497.73328
id2102314,671.2839
id0051320,659.2034
id1360033,410.76312
id1546756,1883.319
id3856438,682.02386
id1359621,693.76215
id3629138,714.8834
id2098196,1576.7797
id0247895,1077.4675
id2693911,252.60999
id0898355,1100.6079
id1305771,883.09625
id1305771,929.5811
id0807906,851.31714
id3827905,824.16693
id3558275,484.1142
id1111100,241.8477
id0825136,161.89227
id3953199,549.4285
id3754661,553.3146
id1963450,5346.0386
id1617011,549.35895
id2345695,525.9761
id1885395,75.377754
id3933020,531.2777
id0938817,717.01117
id2273451,378.68665
id3987846,345.70822
id0035715,365.78876
id3223486,475.52905
id1129764,948.07135
id1207716,1433.6604
id1194179,403.56787
id1194179,403.56787
id0779473,901.5662
id3132843,459.0215
id1052412,760.7898
id0325984,960.8017
id2989476,458.72308
id3507114,839.94934
id0674756,1355.2607
id1968206,522.56824
id3010702,330.742
id0290487,146.53737
id2924399,410.26135
id0060889,571.1665
id3791107,760.5857
id1557649,487.1563
id2062520,200.25871
id2062520,200.25871
id2826475,1341.4159
id3264951,975.3229
id0349850,1050.668
id0829128,1128.8088
id2059491,1717.3381
id2725904,214.1696
id1928203,921.74023
id3339084,528.05475
id1442692,696.7874
id2348993,307.2568
id1026855,702.7235
id1707174,2387.4468
id3417943,1171.9597
id3932717,595.0378
id2414454,596.28766
id2261043,823.8121
id0789955,395.20062
id0366612,942.71564
id1343117,299.8653
id1343117,299.8653
id0342821,493.28046
id3018904,314.11896
id0935706,579.4853
id0305402,546.7417
id0325927,338.83356
id2666664,2254.838
id1565638,469.87784
id2305238,258.38757
id1353830,1156.895
id2454808,781.80774
id1013691,721.94836
id3814671,607.29114
id1667945,1049.4712
id1949394,1112.5171
id0290315,369.9303
id1956954,1711.9763
id3638491,829.88965
id1491743,449.59998
id2570322,1409.703
id2274815,510.43515
id2539166,402.24667
id3282478,403.66165
id0328412,577.36035
id3366082,687.82416
id3967289,524.76605
id3319272,573.32623
id1704726,528.93036
id2194528,1239.0981
id2792993,546.0367
id3019405,488.5288
id0524392,865.3421
id3689138,533.5973
id1478418,472.2339
id2453462,1301.9835
id0090282,721.30707
id3500073,1570.7686
id2088941,253.78694
id2971682,1066.684
id0301875,395.73053
id2616075,429.31644
id1872913,209.90826
id3881092,307.1379
id2441917,2682.0144
id0934120,254.59846
id2897936,645.21313
id1672872,897.3387
id3179255,3319.9763
id2828201,1064.496
id1885115,1057.7349
id3182583,614.7292
id0035125,379.15677
id0595293,313.7905
id2460375,155.97177
id1831062,1579.5635
id3168690,900.4677
id3047191,248.37936
id2863463,812.09125
id0224871,877.433
id2041063,457.9206
id1789797,317.2581
id3217681,175.64775
id2659766,3172.6309
id3137170,838.7708
id3928081,870.8534
id2528713,327.173
id0121090,509.78683
id2058741,679.26306
id0001838,867.7882
id3147905,937.99304
id3147905,937.99304
id0158922,224.85286
id2962581,879.8754
id2132557,186.21396
id1616735,382.37027
id1867335,480.46228
id3001395,664.89215
id2910970,554.28174
id0075667,1002.31915
id0075667,1002.31915
id2585329,2747.2097
id2255315,595.4253
id2461122,287.07953
id2610234,531.09174
id0421452,242.10316
id1852198,391.56683
id1852198,391.56683
id3874085,3071.2185
id3037590,246.33345
id0377016,1093.9073
id3280762,419.90555
id1339237,2715.4163
id0134092,1765.0194
id3475987,209.53328
id0701160,879.51215
id3909473,154.22092
id2131030,467.2693
id2625557,1102.0487
id1305029,725.9864
id3048928,222.96494
id0317339,561.609
id0820556,1079.2886
id2458786,221.73155
id2261608,623.4284
id0334671,970.79297
id1045020,601.90186
id3729939,2112.4912
id2038695,322.24097
id0158264,560.09955
id2832730,370.01328
id1563894,589.2328
id0630917,341.2364
id3921439,2101.8105
id2558180,445.67166
id3602665,478.93756
id2582681,1048.7106
id1115852,849.43384
id2557239,779.2747
id3407877,1122.0941
id2693542,1083.843
id3812587,1486.397
id0372013,341.51767
id3295147,799.3202
id3839210,704.7684
id3839210,704.7684
id1630959,3980.7222
id0950144,820.8394
id3412116,537.03076
id3847850,889.7597
id2400941,688.9267
id1543543,1086.0619
id0426170,1442.4629
id1937862,1857.6931
id0146944,798.122
id0321284,226.895
id0309739,552.6008
id3165741,152.4707
id1768702,948.5385
id0622765,976.8478
id2743680,785.4455
id3614976,1245.8784
id2594281,1124.9103
id0063882,464.62146
id3394825,214.72148
id2871503,172.43538
id2050552,114.90997
id0402940,1316.2229
id0402940,1316.2229
id0849750,703.93286
id0726651,139.98503
id3936338,1052.7722
id1915340,1259.2828
id1741739,1683.5923
id0371084,1501.5765
id2371005,3408.732
id1469599,1034.748
id3114859,406.8012
id3102344,415.1463
id0760606,715.86993
id3900255,956.5793
id2034667,1061.2012
id1818610,832.9392
id1417907,1253.3558
id3444905,183.50871
id1569721,844.0422
id1616588,1326.8718
id0580085,509.14886
id3542610,1362.6007
id3542610,1362.6007
id3662088,1908.5085
id3287833,990.12476
id1858799,324.09662
id2129503,508.33292
id0757008,799.6984
id3360994,351.89545
id3544856,1010.8457
id0003282,514.53656
id1800993,338.82724
id1133074,356.06906
id0535272,842.45044
id0748196,396.37653
id1443685,790.4493
id0853852,2622.2393
id3750289,1658.5201
id2447419,977.09265
id3257483,906.3924
id3918118,1707.0027
id1949664,883.205
id2225320,1249.6364
id0808304,624.6477
id3311523,896.38776
id3311523,896.38776
id1246860,290.43726
id3891980,791.1927
id3417963,344.73254
id3330681,486.42807
id0810607,802.3744
id0810607,802.3744
id3660880,1968.2916
id3651792,561.6516
id0393686,275.9714
id1978002,1470.7327
id0309894,786.114
id0828281,921.8106
id1793462,784.88654
id0228211,1444.7319
id3645746,591.4867
id2249097,490.48718
id3367222,233.6726
id1217000,538.8644
id0306092,132.67583
id1742965,1426.2354
id1913857,934.6704
id1811938,338.42966
id3081716,551.45795
id3230964,339.61664
id1858388,661.3681
id1295932,715.6495
id1834168,926.86804
id3190814,631.6325
id3190077,625.45496
id3605619,1030.9078
id2551553,497.75873
id1061544,2603.0479
id0246249,199.91064
id3673526,450.03076
id3579216,369.47708
id0236790,647.14655
id2711426,508.6706
id2711426,510.15768
id2270773,702.4286
id1268201,880.7029
id0969147,401.67944
id3658810,279.4576
id2982851,487.3924
id2982851,487.3924
id3801212,344.0349
id0880824,774.28125
id1873757,1442.5427
id3132967,968.58325
id3706770,2852.0295
id3504970,337.44522
id3338668,375.08557
id2852492,1039.1664
id0101075,273.9346
id0361098,925.19495
id0366959,483.9796
id0644875,1549.1434
id1130845,537.2756
id2609196,424.48505
id3021302,215.09097
id2338733,1146.7267
id0212307,1181.9026
id2413087,384.84317
id2260008,2582.0933
id0355546,1853.1193
id1216213,1118.8551
id1944020,1110.037
id1084031,174.72882
id1629177,336.2542
id2089260,433.9585
id3251142,680.8621
id2592645,151.33078
id3910844,758.72174
id3635416,562.02203
id0774575,1131.6207
id2580307,515.1328
id0008660,1050.4393
id2483464,593.70776
id1435639,825.55194
id2933627,735.57684
id2446017,967.7269
id3330593,605.89813
id0313553,1400.0116
id0725528,261.418
id0900837,3356.8167
id1678748,1136.9541
id2840854,590.38617
id1095184,359.50043
id3842908,551.94653
id3396469,559.5214
id2065376,731.6536
id2011565,385.6305
id2985601,1160.2911
id3535338,523.7787
id3277882,1340.598
id3562743,993.9399
id0962302,302.17657
id0135591,971.44653
id2237331,2003.4836
id2441398,646.5454
id0591456,2057.0156
id0232906,892.09845
id0232906,892.09845
id3734335,990.70056
id0480353,783.7489
id0480353,783.7489
id1165813,561.2767
id0605038,196.9599
id1326835,277.6482
id1326835,277.6482
id0401035,193.20749
id1542781,250.85077
id1423191,890.5879
id2034680,304.87732
id2974962,277.10623
id1116289,337.6698
id2709191,543.4648
id2968541,512.6555
id3123760,273.94983
id3302183,458.75726
id3696051,289.4787
id2473983,466.35962
id2761258,1486.4147
id2314450,3200.064
id3014940,661.478
id1061710,743.66797
id1061710,748.3259
id0364943,2231.9612
id0364943,2231.9612
id3807623,181.15341
id3526524,876.5479
id1389644,1158.808
id3938926,291.74634
id0111678,622.7523
id3436329,3142.3408
id0755467,869.43774
id3432150,912.0669
id0874556,776.07227
id2735049,733.18365
id0246773,708.86475
id1740177,722.4763
id2555298,318.53662
id3149044,530.00085
id0269516,809.1619
id2977558,833.2904
id1350247,613.2597
id3754912,86.544395
id2846844,489.89743
id0617793,697.4019
id2053248,469.97192
id1238490,1061.2544
id1998426,1922.3604
id0144663,835.6173
id3182496,1608.5968
id2331864,840.08966
id3701374,1889.8102
id1073128,294.40967
id2317344,483.8217
id3806515,501.01874
id3123980,758.70544
id1667278,1039.4506
id3305703,303.75806
id0259104,796.34827
id0677874,2821.1973
id0123479,486.79892
id3580208,329.92566
id1962288,299.54312
id3518880,744.07855
id1208832,1302.2246
id1749742,1679.1969
id2382145,336.5836
id1699307,928.0169
id0667986,371.38477
id1276655,652.44775
id1276655,652.44775
id0893575,1769.2695
id3327139,1013.5517
id2645223,506.91483
id3737503,213.71341
id0648410,633.8914
id1392408,569.0655
id1502642,459.72025
id3286397,610.21466
id3502283,456.09
id3502283,456.09
id0135213,706.3576
id0839551,639.5826
id2807272,1391.0138
id0842774,502.49982
id0842774,502.49982
id2681463,415.72037
id0637564,1218.6462
id2418519,398.662
id2040040,1210.5746
id0906332,1266.9514
id0892003,415.14154
id0313250,447.58136
id1289232,631.717
id0797875,166.096
id0445799,436.79526
id2340752,1184.3011
id0065906,1428.3745
id3498493,942.7359
id0180268,408.12958
id3109881,607.4971
id2389921,221.55914
id3355482,1188.039
id2504521,936.7268
id1789240,2075.9866
id0122576,647.71234
id2271594,191.69817
id2488567,1657.147
id3818706,418.5962
id1493613,690.8057
id3203058,506.75357
id3520875,353.5198
id2888618,1463.3447
id3620799,394.45734
id2793268,663.9241
id1593908,1220.7522
id0383332,1225.3615
id2266476,2670.8484
id0161378,1260.4463
id2710305,1181.2749
id3133213,1364.9825
id1378713,591.87555
id0398211,1204.2955
id0868568,833.8432
id1212773,407.4627
id2388165,322.93668
id3085216,1036.5602
id2234753,1117.706
id1064230,214.26433
id2952681,462.4403
id3922417,648.725
id2159127,769.5266
id2145137,427.42545
id3253945,1038.7671
id3460274,236.77536
id1322779,188.72252
id1666016,463.62054
id2381547,157.01286
id2075094,1241.3336
id2154507,402.60272
id1025515,670.3616
id1750375,968.6364
id0440773,2164.5806
id2992202,554.48035
id3374088,3946.9753
id1692259,447.8255
id2799651,953.9564
id0152903,834.8529
id0632119,308.93097
id2088718,270.83688
id2088718,270.83688
id0446306,385.34412
id2967343,330.7589
id3686643,1008.46594
id2762611,1446.5765
id1645176,569.4405
id2487114,879.5353
id2067954,1441.9406
id2067954,1441.9406
id3674993,1392.0916
id3969910,1002.101
id3128252,471.21976
id2513073,386.76913
id1256318,412.64444
id2103733,660.8172
id3164075,349.09177
id0318871,1698.8267
id3283249,311.98767
id2357639,343.73148
id3311463,335.13232
id0257634,614.4028
id1397034,418.63562
id2226185,570.0125
id1978243,447.6973
id2747870,431.66837
id1866440,414.386
id2347606,446.64267
id1391923,1027.6217
id2932367,1945.6996
id3963652,510.01074
id2566437,339.84897
id1029014,206.93289
id3099549,401.39307
id0716905,787.60474
id3226010,224.47452
id2229840,529.352
id1982995,2366.0317
id2584881,143.8836
id2332074,190.95625
id0608366,856.45294
id0415430,250.97054
id1035285,510.09506
id3109197,1366.608
id0581633,1368.5011
id2515569,986.5569
id2649963,599.6487
id1981988,588.2306
id3223539,313.45685
id1508166,54.287167
id3947620,493.89267
id1495319,593.17316
id1614486,453.80695
id1637304,510.33783
id0077929,575.64777
id2045955,976.98254
id0211642,718.80646
id3348705,464.60504
id3616920,176.46643
id0968369,988.1649
id1132644,881.5774
id2865997,379.027
id0472400,378.239
id0036953,565.5432
id0912645,730.1794
id0207129,999.94183
id3082057,769.5189
id1675277,304.707
id2478519,364.6699
id1653582,650.64087
id2715706,1634.1696
id0456702,1222.64
id3802451,306.00113
id0091440,104.98718
id1480079,211.6256
id2161014,436.62515
id1290589,902.5312
id2038533,1322.4463
id2219252,453.47525
id2092278,922.0214
id3682483,469.9104
id1481603,488.85898
id0294232,1147.2554
id3495940,552.5578
id3624302,923.7135
id3624302,923.7135
id0270830,558.816
id3463194,170.00139
id3089952,757.70624
id2848397,391.15634
id0195253,1967.3087
id0123769,849.3219
id2599983,604.44885
id3374623,445.60522
id0445018,817.201
id1732198,1533.0516
id2490477,1460.0833
id3801712,624.00665
id3947697,419.81064
id1192213,1408.7542
id1973234,323.90585
id0154589,1003.23
id3089848,558.1951
id3006538,1615.0406
id2354992,756.03815
id2811630,957.40656
id2309559,2475.097
id3321090,683.7509
id3784384,1142.6681
id2273747,803.975
id0879901,382.11572
id3529594,268.0527
id2993988,1939.5549
id0033250,677.11066
id2835936,354.05035
id0410507,339.3619
id0258981,627.393
id1264444,488.19394
id0520033,418.8506
id3371911,818.7377
id0493836,733.32086
id0403273,846.26776
id2940565,788.3421
id0829010,634.46844
id0829010,634.46844
id2649845,591.48694
id2953722,1875.2587
id0754249,1104.881
id1840054,602.0214
id0081432,623.53595
id2466061,1082.2793
id1065549,522.9286
id1065549,522.9286
id1065549,522.9286
id2063745,888.2327
id3017491,912.2515
id3263966,1656.8663
id2229579,1023.40393
id2229579,1023.40393
id0536243,375.13507
id0536243,375.13507
id0827474,1156.1587
id2427330,1149.5009
id3412791,777.1264
id0825732,1553.8657
id0351696,305.29242
id2778260,792.07635
id0630181,817.5163
id0106804,1634.7513
id3632904,378.3922
id1816393,758.9007
id1901247,748.8338
id0696560,322.2772
id3834409,773.1494
id3527475,275.7107
id0172427,297.08655
id1093411,590.5153
id1341036,996.5284
id3551650,1214.902
id2884798,1973.1213
id2733769,656.4768
id3527113,403.10226
id3222723,852.1275
id1700253,280.27512
id1657458,659.1839
id2888711,1038.3824
id0116201,278.63864
id2199329,812.9171
id3378564,239.99358
id0044629,696.37665
id1086987,521.3912
id1086987,521.3912
id3517268,322.4289
id0650427,930.95593
id0650427,930.95593
id0806231,647.4699
id2939400,1083.4608
id3154253,423.82193
id1228223,592.7036
id3311315,1037.0403
id3261395,138.43549
id1133494,449.6769
id2607585,275.73746
id2968287,972.1646
id3714666,992.6384
id3654764,320.73367
id3220951,428.15192
id2259327,1283.2533
id0302860,278.1357
id3998602,333.2186
id3379737,196.74301
id1490755,1357.1997
id3904660,1220.536
id0026831,1648.3175
id3775679,251.4641
id0422747,542.1682
id1226451,1191.6863
id1226451,1195.1661
id1598889,772.25476
id0396530,339.6688
id1564205,3301.831
id2499733,1171.0026
id1367501,1756.211
id2060422,2234.8306
id1442520,999.06256
id0864285,347.60867
id3839883,588.4883
id2978505,644.38446
id0941201,801.3633
id3594145,683.7767
id3650030,151.49039
id1653120,1323.7836
id0905340,858.41656
id1626788,940.6327
id1900951,132.87727
id2146767,666.8
id1241588,555.339
id2308338,1223.1302
id0196577,337.75702
id2075487,152.81783
id2481235,1710.8022
id1005314,242.04637
id1005314,242.04637
id1161019,177.00511
id1391959,650.238
id1151909,561.56256
id1004613,773.2498
id0332076,914.81964
id2242731,666.5845
id2174299,531.41986
id2986893,378.99835
id2986893,378.99835
id3749430,905.975
id2228132,607.66425
id0505784,378.54837
id0360107,555.1716
id3498344,435.22217
id0270896,667.11694
id1252689,853.1915
id0751852,600.6336
id0627920,875.38165
id2351940,318.53284
id1422098,295.41544
id0276135,600.8233
id3137428,430.92896
id2205922,1127.6097
id2371727,1405.8156
id3828345,806.58124
id0902044,422.2319
id3110841,847.3237
id2085487,430.9061
id0599739,939.23413
id0317315,707.8165
id2685797,218.7923
id0911769,324.22983
id0484868,269.10962
id0147757,1906.0109
id3069701,488.85922
id3857218,617.4186
id1920885,303.24173
id0129799,824.1957
id0129799,824.1957
id2316384,301.3887
id2316384,301.3887
id3670554,1061.3451
id1725889,512.7481
id1320337,431.95358
id1348273,262.8646
id2615488,436.79483
id2455771,301.7803
id2591062,326.84128
id2259844,292.86887
id3390180,1826.0902
id3294775,142.71437
id3202343,238.2501
id0140183,476.68066
id1348383,352.88358
id2921948,3464.6443
id2105167,727.7797
id1312012,1109.4677
id3038530,1114.4631
id1464541,1039.4803
id3793078,481.26212
id1835521,529.65356
id1835521,529.65356
id2080632,2044.8528
id0511447,820.68146
id3426632,1468.8461
id1722230,625.3818
id3884184,392.60355
id0073580,800.47424
id1613424,162.90181
id3038836,383.09543
id3386375,307.41235
id2847279,658.0887
id0227935,688.2812
id0009439,724.0435
id0690458,536.30237
id1507236,217.23
id1783143,434.4879
id3102640,490.08917
id1443490,656.4132
id1206075,259.31317
id1603330,548.9841
id0024359,1260.6971
id1604823,162.10858
id0241645,205.87657
id1644419,274.95395
id0377567,812.5132
id1909355,898.098
id1010126,303.39932
id3014990,1051.5374
id3184153,456.25525
id3673083,220.97696
id3319123,267.991
id2945956,2025.3516
id2945956,2025.3516
id1480487,705.39087
id3183669,1216.4846
id3313915,912.60785
id3288485,1129.1952
id3904618,832.74994
id0271726,194.39963
id3089246,1932.8579
id0558061,484.83902
id1726900,2926.0518
id1617233,605.3075
id3529347,1003.24817
id1670642,837.8519
id2269824,667.6017
id0076148,380.14072
id3776459,1171.8938
id1210596,355.70676
id3248879,713.07855
id0999841,838.6887
id0626218,717.0198
id0976361,343.8645
id0869733,657.2228
id0707887,765.6923
id3491645,3268.031
id1393110,881.4675
id3470696,3234.8672
id1542038,830.9942
id0809299,693.2614
id0809299,693.2614
id3245301,1222.8961
id3493815,1304.9574
id0298826,681.30707
id3252419,392.685
id3974416,940.85944
id3431644,849.95184
id2506802,488.71744
id1024527,1005.1016
id0994600,1091.6985
id0791045,275.1647
id0957294,489.36426
id0840477,1153.0376
id0884440,930.12573
id3239694,677.18176
id3985717,498.8923
id1039900,1644.6927
id2515829,695.78265
id2706815,561.63153
id3891236,1079.4307
id1228390,711.4939
id1617356,1474.6475
id0527242,1153.5176
id1085299,451.43326
id0873165,852.05347
id3892645,267.53207
id3892645,267.53207
id2810494,501.86423
id1872112,318.12598
id1732888,2057.909
id2908447,1167.6259
id2004503,829.0477
id0025872,489.3322
id0237629,859.33417
id2485564,295.56998
id3151225,1257.4346
id0243182,481.93268
id3228568,930.5605
id0335041,351.7797
id1860793,512.5443
id2992301,1210.5417
id0629174,444.70447
id2725158,682.3138
id2345342,674.6093
id2282412,1183.2277
id3577340,453.79718
id3993644,602.4161
id3284949,316.89395
id2159888,277.85663
id2301844,1696.081
id1856337,111.33689
id0095573,835.3361
id3576404,879.07983
id2829687,1211.3456
id0382460,1443.002
id1357567,421.7958
id0343472,1908.637
id0623738,697.5771
id2877573,646.9231
id2273197,396.61496
id1729041,766.25586
id2628594,725.65155
id2267680,1257.8252
id2903335,499.1956
id3391976,1085.0371
id2294366,874.34753
id3419404,832.8641
id1978915,772.7774
id3540750,174.00925
id3723785,243.77467
id0669807,630.82935
id2211741,192.26567
id2464098,498.44366
id1877990,577.4044
id2387955,801.1525
id1055107,217.94304
id3426714,753.54065
id1980763,1385.487
id1396852,3417.7185
id1682097,570.704
id2383883,1964.7688
id3468519,1105.1167
id0981158,362.58453
id2520637,214.53754
id3384095,516.5978
id2918245,897.3322
id2694339,334.60477
id1220559,696.675
id0063199,824.5979
id0948337,588.1977
id1604678,1291.1786
id2391410,1637.2672
id2227885,546.97107
id0871200,1305.3678
id3651399,812.5112
id0033392,722.60156
id3744852,1431.5228
id0320159,1396.416
id1165193,570.80896
id3591111,658.38165
id1407292,499.24258
id1359608,760.61475
id3698169,808.28705
id3621829,1157.0375
id1254425,606.5835
id0303089,1450.274
id0898439,762.3745
id1384227,681.53064
id1520254,636.5681
id2375416,303.62466
id0959887,1805.4008
id0761435,634.8846
id2216416,491.44217
id0449289,1426.0509
id1639927,507.20822
id3555769,626.98865
id3308270,849.5352
id0172119,750.89075
id1672545,391.7728
id1437319,232.07755
id2801164,272.42368
id2872182,540.65234
id0304356,454.9767
id0163856,602.32
id3452850,927.1836
id3330567,100.16512
id2648990,929.8682
id2440392,1024.3926
id2440392,1024.3926
id1254009,783.37964
id2751179,768.94855
id0892240,552.419
id2402464,371.22888
id1852072,272.33527
id3948424,613.50604
id0779858,538.1497
id1609043,841.53876
id3854451,1033.3207
id0362141,1622.1333
id2290513,1497.1788
id1482230,576.4438
id2988376,449.4758
id2988376,449.4758
id2065002,1408.8342
id0782150,168.54521
id1480175,859.46625
id2462749,493.83228
id3392739,67.74103
id3392739,70.32121
id0656449,598.6505
id2161834,531.634
id0100230,1518.2529
id2104926,894.8935
id1686542,416.5253
id2292056,3087.6638
id2875086,555.4228
id3959614,1503.9766
id1984523,2569.6018
id1886040,1735.6263
id1660385,1306.042
id0465164,189.93765
id0617402,595.089
id3876790,436.7036
id3876790,436.7036
id0189449,748.4495
id0433755,272.35666
id3807026,237.59889
id2366081,1078.6433
id2523233,631.5046
id3149411,1935.244
id1247975,696.7854
id1247975,696.7854
id3284612,824.78687
id0065838,492.20193
id1656051,299.7319
id3302889,1297.6187
id0799809,1094.7937
id0032347,671.4057
id1888236,442.42056
id2107586,1090.8636
id1034879,308.4928
id3063132,1692.0656
id3063132,1692.0656
id3070621,661.3672
id1576427,1519.1688
id3328292,1019.7289
id0557242,215.51138
id0416304,944.77576
id0116860,808.9097
id2361204,87.43534
id0686545,631.7082
id3886845,1277.1106
id0259369,322.3023
id2911071,1906.4583
id3962760,332.48615
id1643028,299.50427
id0543619,969.1951
id0224583,584.4008
id2747449,1533.0947
id2285154,346.13733
id1517202,531.67004
id3678770,969.6051
id1465360,1009.4017
id1322838,2848.4116
id3173091,346.16232
id0669656,243.52339
id1777757,642.5474
id0201766,991.8617
id0752895,1864.9429
id2247235,1219.9601
id1894114,404.0122
id3380145,377.80435
id0554590,947.6696
id2784059,367.7541
id0457708,286.7012
id3935981,478.4053
id3750816,676.4329
id1441066,704.41376
id2343689,1056.0328
id1758798,564.9956
id3144559,1534.7775
id3731009,362.14374
id1260722,391.29288
id0899474,413.84265
id3812333,407.51102
id1356454,338.9705
id2288507,1191.3667
id0425774,1137.2277
id0336448,485.10342
id3535786,1245.2644
id3120613,659.1508
id2527126,507.49374
id2991798,405.20438
id3913207,628.87646
id2321658,2418.3162
id1969152,759.5362
id3291352,712.5656
id0929106,635.065
id0442182,422.27347
id3236247,955.54694
id3185941,772.8058
id1954330,772.3923
id0328227,542.2462
id0630562,192.59503
id2861801,1721.761
id0522046,355.91025
id1074966,697.18616
id0000949,1352.7164
id0804681,441.275
id2461060,437.14673
id0956959,556.6545
id3913994,1312.1854
id2671601,1287.603
id2243067,1062.7593
id3392196,703.8677
id3090440,1576.4396
id2692663,871.9833
id3300049,716.2693
id1815910,1858.4049
id0421112,1652.3278
id3326606,566.8482
id1520436,563.46906
id0071316,499.893
id1081200,1482.9286
id3083522,745.98065
id3681349,397.61807
id1608257,2127.2563
id0446981,1450.4541
id2402543,766.24927
id3579205,735.67523
id2475166,252.06952
id0165889,869.7694
id0525607,619.884
id0965942,738.09314
id3980971,632.24786
id3817142,1460.7704
id2839467,435.08014
id0917226,1528.5653
id1780347,478.7067
id0637797,1203.6779
id0707981,1300.263
id2782119,278.85928
id1779763,343.67856
id0263855,306.47025
id3514730,451.44254
id3912824,463.4595
id0876194,575.26263
id2404876,216.5449
id1600679,294.61356
id1056316,2054.113
id0852157,1476.0829
id3972529,1829.4335
id2805705,830.1757
id2458374,998.19507
id3953064,481.43576
id3378232,1112.8054
id2211597,802.57324
id3143846,2805.425
id2270367,458.2277
id0720409,401.30038
id3460641,351.59723
id3787201,339.13785
id1641888,835.8368
id1257490,1659.7725
id0126976,346.6104
id2671551,1038.3408
id3083408,236.31197
id2069053,386.23532
id0426949,374.1229
id1014466,652.81616
id1014466,652.81616
id0164437,882.2177
id3766162,279.88336
id2557996,345.59912
id3335922,373.8143
id1709392,159.56818
id0509785,262.87857
id2507084,987.05804
id1885981,204.7368
id2575030,1020.5445
id0430718,437.72668
id2420658,411.9271
id2993166,817.33325
id3990931,662.11743
id3268248,1810.325
id0711465,694.2513
